Airline,Market,All_Detected_Brands,Identified_Basic_Economy_Brand,Confidence_Level,BE_Score
B6,JFK-SAN,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,JFK-SEA,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,JFK-SFO,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,JFK-SLC,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,JFK-SMF,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,JFK-TPA,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,LAS-BOS,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,LAS-FLL,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,LAS-JFK,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,LAX-BOS,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,LAX-EWR,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,LAX-FLL,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,LAX-JFK,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE, MINT, MINT REFUNDABLE",BLUE BASIC,High,75
B6,LGA-FLL,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,LGA-MCO,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,LGA-TPA,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MCO-BOS,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MCO-DCA,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MCO-EWR,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MCO-JFK,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MCO-LGA,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MIA-BOS,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MSY-BOS,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,MSY-JFK,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,ONT-JFK,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,ORD-BOS,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
B6,ORD-JFK,"BLUE, BLUE BASIC, BLUE EXTRA, BLUE EXTRA REFUNDABLE, BLUE REFUNDABLE",BLUE BASIC,High,75
DL,DEN-SJC,"DELTA MAIN BASIC|DELTA MAIN BASIC, DELTA MAIN REFUNDABLE|DELTA MAIN REFUNDABLE, DELTA MAIN|DELTA MAIN, ECONOMY, MAIN|MAIN",DELTA MAIN BASIC|DELTA MAIN BASIC,High,85
DL,LAX-SJC,"DELTA MAIN, DELTA MAIN BASIC, DELTA MAIN REFUNDABLE",DELTA MAIN BASIC,High,85
DL,MIA-SEA,"DELTA MAIN, DELTA MAIN BASIC, DELTA MAIN BASIC|DELTA MAIN BASIC, DELTA MAIN REFUNDABLE, DELTA MAIN REFUNDABLE|DELTA MAIN REFUNDABLE, DELTA MAIN|DELTA MAIN",DELTA MAIN BASIC,High,85
DL,ORD-SEA,"DELTA MAIN, DELTA MAIN BASIC, DELTA MAIN BASIC|DELTA MAIN BASIC, DELTA MAIN REFUNDABLE, DELTA MAIN REFUNDABLE|DELTA MAIN REFUNDABLE, DELTA MAIN|DELTA MAIN",DELTA MAIN BASIC,High,85
F9,ATL-FLL,,,Medium,60
F9,CLE-MIA,,,Medium,60
F9,DEN-DFW,"DISCOUNT, DISCOUNT_BUSINESS, DISCOUNT_ECONOMY, DISCOUNT_PREMIUM, STANDARD, STANDARD_BUSINESS, STANDARD_ECONOMY, STANDARD_PREMIUM",STANDARD,Medium,65
F9,FLL-PHL,,,Medium,60
F9,MIA-PHL,,,Medium,60
F9,ONT-LAS,,,Medium,60
F9,PHL-FLL,,,Medium,60
NK,ATL-EWR,,,Medium,60
NK,ATL-FLL,,,Medium,60
NK,ATL-MIA,,,Medium,60
NK,AUS-EWR,,,Medium,60
NK,AUS-FLL,,,Medium,60
NK,AUS-LAX,,,Medium,60
NK,BNA-BOS,,,Medium,60
NK,BNA-EWR,,,Medium,60
NK,BNA-FLL,,,Medium,60
NK,BOS-ATL,,,Medium,60
NK,BOS-BNA,,,Medium,60
NK,BOS-BWI,,,Medium,60
NK,BOS-DFW,,,Medium,60
NK,BOS-DTW,,,Medium,60
NK,BOS-FLL,,,Medium,60
NK,BOS-MCO,,,Medium,60
NK,BWI-BOS,,,Medium,60
NK,CLE-FLL,,,Medium,60
NK,DFW-BOS,,,Medium,60
NK,DFW-LGA,,,Medium,60
NK,DTW-BOS,,,Medium,60
NK,DTW-EWR,,,Medium,60
NK,DTW-LGA,,,Medium,60
NK,EWR-ATL,,,Medium,60
NK,EWR-AUS,,,Medium,60
NK,EWR-BNA,,,Medium,60
NK,EWR-DTW,,,Medium,60
NK,EWR-FLL,,,Medium,60
NK,EWR-IAH,,,Medium,60
NK,EWR-LAS,,,Medium,60
NK,EWR-LAX,,,Medium,60
NK,EWR-MCO,,,Medium,60
NK,EWR-MIA,,,Medium,60
NK,FLL-ATL,,,Medium,60
NK,FLL-AUS,,,Medium,60
NK,FLL-BNA,,,Medium,60
NK,FLL-BOS,,,Medium,60
NK,FLL-CLE,,,Medium,60
NK,FLL-EWR,,,Medium,60
NK,FLL-LAS,,,Medium,60
NK,FLL-LAX,,,Medium,60
NK,FLL-LGA,,,Medium,60
NK,FLL-MSY,,,Medium,60
NK,FLL-ORD,,,Medium,60
NK,FLL-PHL,,,Medium,60
NK,IAH-EWR,,,Medium,60
NK,LAS-EWR,,,Medium,60
NK,LAS-FLL,,,Medium,60
NK,LAS-LAX,,,Medium,60
NK,LAS-MIA,,,Medium,60
NK,LAX-AUS,,,Medium,60
NK,LAX-EWR,,,Medium,60
NK,LAX-FLL,,,Medium,60
NK,LAX-LAS,,,Medium,60
NK,LAX-PHL,,,Medium,60
NK,LAX-SJC,Unknown|Unknown,Unknown|Unknown,Medium,60
NK,LGA-DFW,,,Medium,60
NK,LGA-DTW,,,Medium,60
NK,LGA-FLL,,,Medium,60
NK,LGA-MCO,,,Medium,60
NK,LGA-MIA,,,Medium,60
NK,MCO-BOS,,,Medium,60
NK,MCO-EWR,,,Medium,60
NK,MCO-LGA,,,Medium,60
NK,MCO-SLC,,,Medium,60
NK,MIA-ATL,,,Medium,60
NK,MIA-EWR,,,Medium,60
NK,MIA-LAS,,,Medium,60
NK,MIA-LGA,,,Medium,60
NK,MIA-ORD,,,Medium,60
NK,MIA-PHL,,,Medium,60
NK,MSY-ATL,"Premium Economy, Spirit First, Value",Value,Medium,60
NK,MSY-FLL,,,Medium,60
NK,ORD-FLL,,,Medium,60
NK,ORD-MIA,,,Medium,60
NK,PHL-FLL,,,Medium,60
NK,PHL-LAX,,,Medium,60
NK,SLC-MCO,,,Medium,60
SY,BOS-MSP,,,Medium,60
SY,EWR-MSP,,,Medium,60
SY,MSP-BOS,,,Medium,60
SY,MSP-EWR,,,Medium,60
UA,ATL-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,AUS-LAX,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BNA-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BOS-DEN,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BOS-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BOS-IAD,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BOS-IAH,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BOS-LAX,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BOS-ORD,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BOS-SFO,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,BUR-SFO,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,CLE-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,CLT-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,DCA-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,DEN-EWR,"ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECONOMY,High,75
UA,DEN-LGA,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,DEN-SJC,"DELTA MAIN|DELTA MAIN, ECONOMY, ECONOMY FULLY REFUNDABLE, ECONOMY FULLY REFUNDABLE|ECONOMY FULLY REFUNDABLE, ECONOMY|ECONOMY, MAIN|MAIN, REFUNDABLE MAIN|REFUNDABLE MAIN",ECONOMY,High,75
UA,DFW-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,EWR-AUS,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,EWR-LAX,BUSINESS,BUSINESS,Low,45
UA,EWR-MSP,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,EWR-RSW,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,EWR-SAN,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,EWR-TPA,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,FLL-CLE,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,FLL-IAD,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,FLL-ORD,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,FLL-SFO,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAD-BOS,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAD-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAD-FLL,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAD-LGA,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAD-MCO,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAD-MIA,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAD-RSW,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAH-BOS,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAH-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,IAH-LGA,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,LAS-EWR,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,LAS-LAX,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,LAX-AUS,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,LAX-BOS,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,LAX-EWR,BUSINESS,BUSINESS,Low,25
UA,LAX-LAS,"ECO-BASIC, ECONOMY, ECONOMY-UNRESTRICTED, FIRST",ECO-BASIC,High,75
UA,LAX-SJC,"ECONOMY FULLY REFUNDABLE|ECONOMY FULLY REFUNDABLE, ECONOMY|ECONOMY, MAIN, MAIN|MAIN, REFUNDABLE MAIN",MAIN,High,75
UA,ORD-PDX,"ECONOMY, ECONOMY FULLY REFUNDABLE, ECONOMY FULLY REFUNDABLE|ECONOMY FULLY REFUNDABLE, ECONOMY|ECONOMY",ECONOMY,High,75
UA,ORD-SEA,"ECONOMY, ECONOMY FULLY REFUNDABLE, ECONOMY FULLY REFUNDABLE|ECONOMY FULLY REFUNDABLE, ECONOMY|ECONOMY",ECONOMY,High,75
WN,ATL-FLL,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,ATL-LGA,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,AUS-BOS,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,AUS-FLL,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,BNA-BOS,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,BNA-FLL,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,BOS-AUS,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,BOS-BNA,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,BOS-BWI,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,BOS-DEN,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,BWI-BOS,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,DCA-FLL,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,DCA-MCO,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,DEN-BOS,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,FLL-ATL,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,FLL-AUS,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,FLL-BNA,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,FLL-DCA,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,FLL-MSY,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,FLL-PHX,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,FLL-RDU,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,LAS-LAX,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,LAX-LAS,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,LAX-SFO,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,LAX-SLC,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,LGA-ATL,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,LGA-MSY,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,LGA-TPA,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
WN,MCO-DCA,"Anytime, Basic, Business Select, Wanna Get Away Plus",Basic,High,75
XE,LAS-LAX,"ECONOMY, ECONOMY-UNRESTRICTED",ECONOMY,Medium,55
